timestamp,accX,accY,accZ
0,3.4519407999999996,-9.1790244,-0.43149259999999995
10,3.7657536,-9.1397978,-0.8237586
20,3.4911673999999997,-9.2574776,-0.9414384
30,3.4911673999999997,-9.2574776,-0.9414384
40,3.4911673999999997,-9.3359308,-0.4707192
50,3.6088471999999996,-9.2574776,-0.6276256
60,3.5696205999999995,-9.2574776,-0.980665
70,3.530394,-9.1790244,-0.5491724
80,3.6088471999999996,-9.2574776,-0.7060788
90,3.6088471999999996,-9.2574776,-1.0591182
100,3.530394,-9.3751574,-1.0983448
110,3.4911673999999997,-9.1005712,-0.5883989999999999
120,3.6088471999999996,-9.2574776,-0.784532
130,3.5696205999999995,-9.218251,-0.9414384
140,3.4911673999999997,-9.2574776,-0.5883989999999999
150,3.4911673999999997,-9.2574776,-0.5099458
160,3.6873004,-9.2574776,-1.0591182
170,3.4519407999999996,-9.3359308,-1.0198916
180,3.5696205999999995,-9.2574776,-0.784532
190,3.3734876000000003,-9.3751574,-0.6276256
200,3.6088471999999996,-9.2967042,-1.0591182
210,3.530394,-9.1790244,-0.6276256
220,3.4911673999999997,-9.218251,-0.4707192
230,3.5696205999999995,-9.3359308,-1.0983448
240,3.5696205999999995,-9.3359308,-1.0983448
250,3.4519407999999996,-9.2574776,-1.0198916
260,3.6480737999999997,-9.3359308,-0.7060788
270,3.334261,-9.2574776,-0.5883989999999999
280,3.6480737999999997,-9.492837199999999,-1.1767979999999998
290,3.4519407999999996,-9.2574776,-0.6276256
300,3.6088471999999996,-9.1790244,-0.392266
310,3.4911673999999997,-9.2574776,-0.9022117999999999
320,3.5696205999999995,-9.3359308,-1.0591182
330,3.5696205999999995,-9.2574776,-0.784532
340,3.4911673999999997,-9.2574776,-0.6668522
350,3.3734876000000003,-9.4536106,-1.0198916
360,3.4127142,-9.2574776,-0.8629851999999999
370,3.4911673999999997,-9.0613446,-0.4707192
380,3.4519407999999996,-9.218251,-0.7453053999999999
390,3.4911673999999997,-9.414383999999998,-0.9022117999999999
400,3.530394,-9.1790244,-0.6668522
410,3.6088471999999996,-9.2967042,-0.8629851999999999
420,3.2950344,-9.3359308,-0.9414384
430,3.5696205999999995,-9.2967042,-1.0983448
440,3.4911673999999997,-9.1397978,-0.3138128
450,3.530394,-9.2967042,-0.8629851999999999
460,3.4911673999999997,-9.218251,-0.980665
470,3.6480737999999997,-9.218251,-0.8629851999999999
480,3.6088471999999996,-9.1790244,-0.6668522
490,3.4127142,-9.3359308,-1.0591182
500,3.4127142,-9.3359308,-0.8629851999999999
510,3.4911673999999997,-9.1790244,-0.5491724
520,3.6480737999999997,-9.1397978,-0.784532
530,3.4911673999999997,-9.2574776,-0.784532
540,3.4911673999999997,-9.1790244,-0.6668522
550,3.6873004,-9.1397978,-0.784532
560,3.530394,-9.3359308,-1.1767979999999998
570,3.4911673999999997,-9.218251,-0.9414384
580,3.6088471999999996,-9.218251,-0.6276256
590,3.6088471999999996,-9.1005712,-0.6668522
600,3.5696205999999995,-9.3359308,-1.0198916
610,3.4911673999999997,-9.218251,-0.4707192
620,3.7657536,-9.1397978,-0.784532
630,3.4911673999999997,-9.2574776,-1.0198916
640,3.4911673999999997,-9.2574776,-1.0198916
650,3.4519407999999996,-9.2574776,-0.6276256
660,3.6088471999999996,-9.1397978,-0.6668522
670,3.4911673999999997,-9.1790244,-0.9414384
680,3.4127142,-9.218251,-0.43149259999999995
690,3.4127142,-9.218251,-0.43149259999999995
700,3.530394,-9.1790244,-0.7060788
710,3.5696205999999995,-9.2574776,-1.0198916
720,3.3734876000000003,-9.2574776,-0.9414384
730,3.4519407999999996,-9.1397978,-0.4707192
740,3.6088471999999996,-9.414383999999998,-0.9022117999999999
750,3.530394,-9.2967042,-0.9022117999999999
760,3.4911673999999997,-9.1790244,-0.5099458
770,3.530394,-9.218251,-0.5491724
780,3.6088471999999996,-9.2574776,-1.0198916
790,3.4127142,-9.2574776,-0.980665
800,3.5696205999999995,-9.2967042,-0.7060788
810,3.3734876000000003,-9.3751574,-0.5883989999999999
820,3.6480737999999997,-9.1790244,-1.0198916
830,3.530394,-9.2574776,-0.5491724
840,3.4127142,-9.218251,-0.5099458
850,3.6480737999999997,-9.3359308,-1.1767979999999998
860,3.530394,-9.3751574,-0.9414384
870,3.530394,-9.218251,-0.784532
880,3.334261,-9.218251,-0.6276256
890,3.6480737999999997,-9.3751574,-1.1767979999999998
900,3.4127142,-9.2574776,-0.6276256
910,3.6480737999999997,-9.2574776,-0.5491724
920,3.4911673999999997,-9.2967042,-0.9022117999999999
930,3.5696205999999995,-9.3751574,-1.0591182
940,3.5696205999999995,-9.2574776,-0.784532
950,3.4127142,-9.3359308,-0.7060788
960,3.4911673999999997,-9.414383999999998,-1.0983448
970,3.4911673999999997,-9.1790244,-0.7060788
980,3.5696205999999995,-9.218251,-0.4707192
990,3.4127142,-9.3751574,-0.6668522

