timestamp,accX,accY,accZ
0,8.825985,3.8442068,-1.4121576
10,8.825985,3.6873004,-1.3729310000000001
20,8.7867584,3.3734876000000003,-1.4121576
30,8.8652116,3.3734876000000003,-1.4121576
40,8.7867584,3.4519407999999996,-1.569064
50,8.825985,3.4519407999999996,-1.6082906
60,8.825985,3.4519407999999996,-1.6082906
70,8.8652116,3.530394,-1.4513842
80,8.8652116,3.6873004,-1.4513842
90,8.669078599999999,3.7657536,-1.8044235999999998
100,8.8652116,3.7657536,-1.3729310000000001
110,8.9828914,3.726527,-1.2552512
120,8.747531799999999,3.7657536,-1.4121576
130,8.747531799999999,3.4127142,-1.4513842
140,8.825985,3.3734876000000003,-1.3729310000000001
150,8.9044382,3.2165812,-1.4121576
160,8.747531799999999,3.3734876000000003,-1.6082906
170,8.669078599999999,3.4127142,-1.4121576
180,8.9436648,3.6480737999999997,-1.3729310000000001
190,8.9436648,3.7657536,-1.4121576
200,8.747531799999999,3.726527,-1.569064
210,8.825985,3.6873004,-1.5298374
220,8.8652116,3.6873004,-1.2552512
230,8.8652116,3.6088471999999996,-1.3729310000000001
240,8.825985,3.3734876000000003,-1.4513842
250,8.747531799999999,3.4911673999999997,-1.4513842
260,8.8652116,3.4519407999999996,-1.2944778
270,8.825985,3.4127142,-1.3337044
280,8.747531799999999,3.4519407999999996,-1.4121576
290,8.825985,3.726527,-1.3729310000000001
300,8.9044382,3.6873004,-1.0591182
310,8.9044382,3.7657536,-1.2552512
320,8.825985,3.8049801999999997,-1.3729310000000001
330,8.8652116,3.726527,-1.3729310000000001
340,8.9044382,3.3734876000000003,-1.2552512
350,8.825985,3.4127142,-1.569064
360,8.7083052,3.4519407999999996,-1.6082906
370,8.7867584,3.3734876000000003,-1.5298374
380,8.9044382,3.4127142,-1.4513842
390,8.8652116,3.6480737999999997,-1.4121576
400,8.747531799999999,3.7657536,-1.569064
410,8.9044382,3.726527,-1.5298374
420,8.9044382,3.8834334,-1.3337044
430,8.747531799999999,3.6088471999999996,-1.4121576
440,8.747531799999999,3.5696205999999995,-1.4906107999999998
450,8.8652116,3.4127142,-1.3729310000000001
460,8.7867584,3.1773545999999997,-1.4121576
470,8.7083052,3.3734876000000003,-1.5298374
480,8.7867584,3.4127142,-1.6475172
490,8.9436648,3.4911673999999997,-1.4906107999999998
500,8.9044382,3.6873004,-1.3729310000000001
510,8.825985,3.7657536,-1.4513842
520,8.825985,3.726527,-1.6082906
530,8.9044382,3.5696205999999995,-1.3729310000000001
540,8.9044382,3.5696205999999995,-1.3729310000000001
550,8.7867584,3.6088471999999996,-1.3729310000000001
560,8.825985,3.334261,-1.4513842
570,8.7867584,3.4127142,-1.4121576
580,8.747531799999999,3.4911673999999997,-1.3337044
590,8.825985,3.4127142,-1.3337044
600,8.825985,3.6088471999999996,-1.3729310000000001
610,8.825985,3.9618866,-1.3729310000000001
620,8.825985,3.8442068,-1.4513842
630,8.9436648,3.726527,-1.3729310000000001
640,8.7867584,3.7657536,-1.4513842
650,8.747531799999999,3.6480737999999997,-1.4513842
660,8.747531799999999,3.334261,-1.4513842
670,8.825985,3.2558078,-1.4906107999999998
680,8.747531799999999,3.4519407999999996,-1.569064
690,8.747531799999999,3.4911673999999997,-1.6082906
700,8.7867584,3.530394,-1.3729310000000001
710,8.8652116,3.7657536,-1.4906107999999998
720,8.8652116,3.6873004,-1.6082906
730,8.8652116,3.6873004,-1.4121576
740,8.8652116,3.6480737999999997,-1.4513842
750,8.8652116,3.530394,-1.4121576
760,8.7867584,3.3734876000000003,-1.4513842
770,8.747531799999999,3.2950344,-1.3729310000000001
780,8.825985,3.334261,-1.5298374
790,8.8652116,3.4911673999999997,-1.569064
800,8.747531799999999,3.6088471999999996,-1.569064
810,8.7867584,3.6480737999999997,-1.4121576
820,8.8652116,3.8442068,-1.4513842
830,8.8652116,3.6873004,-1.4513842
840,8.747531799999999,3.6088471999999996,-1.4906107999999998
850,8.825985,3.4911673999999997,-1.2944778
860,8.8652116,3.4127142,-1.2552512
870,8.669078599999999,3.334261,-1.4121576
880,8.825985,3.4911673999999997,-1.4121576
890,8.9044382,3.5696205999999995,-1.1767979999999998
900,8.9044382,3.6873004,-1.3729310000000001
910,8.7867584,3.726527,-1.4906107999999998
920,8.9044382,3.8834334,-1.2944778
930,9.022118,3.6480737999999997,-1.2552512
940,8.825985,3.6088471999999996,-1.4121576
950,8.7867584,3.530394,-1.4906107999999998
960,8.7867584,3.2950344,-1.6082906
970,8.7867584,3.2558078,-1.3729310000000001
980,8.7867584,3.4519407999999996,-1.4906107999999998
990,8.7867584,3.5696205999999995,-1.569064

