timestamp,accX,accY,accZ
0,3.6088471999999996,-9.1397978,-0.6276256
10,3.6480737999999997,-9.2574776,-0.980665
20,3.4519407999999996,-9.3751574,-1.0198916
30,3.4519407999999996,-9.1790244,-0.6668522
40,3.530394,-9.3751574,-0.6668522
50,3.5696205999999995,-9.218251,-0.980665
60,3.530394,-9.2574776,-0.5883989999999999
70,3.4911673999999997,-9.1790244,-0.4707192
80,3.6088471999999996,-9.1790244,-1.0591182
90,3.4519407999999996,-9.3359308,-0.9414384
100,3.4911673999999997,-9.2574776,-0.6276256
110,3.4127142,-9.3359308,-0.784532
120,3.6480737999999997,-9.1790244,-0.9022117999999999
130,3.4911673999999997,-9.2574776,-0.5883989999999999
140,3.4519407999999996,-9.1397978,-0.392266
150,3.726527,-9.2967042,-1.0983448
160,3.3734876000000003,-9.3359308,-1.0591182
170,3.5696205999999995,-9.218251,-0.6668522
180,3.2950344,-9.3359308,-0.6276256
190,3.6873004,-9.218251,-1.0591182
200,3.530394,-9.2574776,-0.6276256
210,3.3734876000000003,-9.1790244,-0.3138128
220,3.6873004,-9.2967042,-1.0198916
230,3.4127142,-9.2967042,-0.9414384
240,3.6088471999999996,-9.218251,-0.7060788
250,3.334261,-9.414383999999998,-0.5491724
260,3.6088471999999996,-9.2967042,-1.0198916
270,3.5696205999999995,-9.218251,-0.6276256
280,3.4911673999999997,-9.218251,-0.4707192
290,3.5696205999999995,-9.2967042,-0.980665
300,3.530394,-9.3751574,-0.980665
310,3.6088471999999996,-9.2967042,-0.784532
320,3.334261,-9.3359308,-0.6276256
330,3.5696205999999995,-9.414383999999998,-1.0983448
340,3.4911673999999997,-9.2574776,-0.5491724
350,3.530394,-9.1397978,-0.392266
360,3.5696205999999995,-9.3359308,-1.0198916
370,3.4911673999999997,-9.3359308,-0.980665
380,3.6480737999999997,-9.2967042,-0.784532
390,3.3734876000000003,-9.2574776,-0.6276256
400,3.530394,-9.414383999999998,-1.0983448
410,3.530394,-9.414383999999998,-1.0983448
420,3.4519407999999996,-9.2967042,-0.7060788
430,3.6088471999999996,-9.1790244,-0.5099458
440,3.530394,-9.218251,-1.0198916
450,3.530394,-9.4536106,-0.9414384
460,3.530394,-9.2574776,-0.7453053999999999
470,3.334261,-9.2574776,-0.784532
480,3.6480737999999997,-9.2967042,-1.0983448
490,3.4911673999999997,-9.2574776,-0.5491724
500,3.530394,-9.1790244,-0.5099458
510,3.4519407999999996,-9.2574776,-0.9022117999999999
520,3.6088471999999996,-9.3751574,-0.980665
530,3.6088471999999996,-9.2574776,-0.7060788
540,3.3734876000000003,-9.3359308,-0.6668522
550,3.4911673999999997,-9.3359308,-1.1375714
560,3.4911673999999997,-9.1397978,-0.7060788
570,3.5696205999999995,-9.2967042,-0.4707192
580,3.4911673999999997,-9.3359308,-0.8629851999999999
590,3.5696205999999995,-9.3359308,-1.0591182
600,3.530394,-9.218251,-0.7453053999999999
610,3.4519407999999996,-9.2574776,-0.8237586
620,3.334261,-9.4536106,-1.0198916
630,3.530394,-9.1790244,-0.8237586
640,3.5696205999999995,-9.218251,-0.4707192
650,3.4519407999999996,-9.3359308,-0.7453053999999999
660,3.6088471999999996,-9.3359308,-1.0591182
670,3.4911673999999997,-9.1397978,-0.6276256
680,3.530394,-9.2574776,-0.7453053999999999
690,3.3734876000000003,-9.492837199999999,-0.980665
700,3.530394,-9.218251,-0.8237586
710,3.6088471999999996,-9.1397978,-0.43149259999999995
720,3.3734876000000003,-9.2574776,-0.784532
730,3.5696205999999995,-9.3751574,-0.9414384
740,3.530394,-9.218251,-0.784532
750,3.4911673999999997,-9.218251,-0.8237586
760,3.3734876000000003,-9.414383999999998,-1.0198916
770,3.4519407999999996,-9.2967042,-0.8237586
780,3.6088471999999996,-9.1397978,-0.392266
790,3.530394,-9.3751574,-0.8629851999999999
800,3.530394,-9.3359308,-1.0198916
810,3.6088471999999996,-9.218251,-0.7060788
820,3.5696205999999995,-9.2967042,-0.784532
830,3.2950344,-9.414383999999998,-0.980665
840,3.5696205999999995,-9.3359308,-1.0198916
850,3.5696205999999995,-9.1790244,-0.392266
860,3.6088471999999996,-9.2967042,-0.8237586
870,3.6088471999999996,-9.2967042,-0.8237586
880,3.4519407999999996,-9.2574776,-0.9022117999999999
890,3.5696205999999995,-9.2574776,-0.6276256
900,3.6088471999999996,-9.3751574,-0.8237586
910,3.2950344,-9.2967042,-0.8629851999999999
920,3.6480737999999997,-9.218251,-0.9414384
930,3.4519407999999996,-9.218251,-0.3138128
940,3.5696205999999995,-9.3751574,-0.8629851999999999
950,3.4127142,-9.2574776,-1.0198916
960,3.6088471999999996,-9.218251,-0.7060788
970,3.6088471999999996,-9.1397978,-0.784532
980,3.2558078,-9.414383999999998,-0.980665
990,3.5696205999999995,-9.218251,-0.9022117999999999

